ticker,snapshot_date,earnings_date,eps_estimate,eps_actual,eps_surprise_pct,revenue_estimate,revenue_actual,revenue_surprise_pct,guidance_direction,earnings_sentiment,management_confidence
AMZN,2026-04-27,2026-04-15,5.191000,5.181000,0.007900,166754182692,165270070466,-0.008900,flat,0.462000,0.492000
TSLA,2026-04-27,2026-02-25,2.049000,1.977000,-0.030700,24515936154,23937360061,-0.023600,down,0.397000,0.512000
JPM,2026-04-27,2026-03-18,19.626000,20.109000,0.018200,46460672308,47543205972,0.023300,flat,0.440000,0.830000
V,2026-04-27,2026-03-11,9.778000,9.552000,-0.018300,9367442308,9381493471,0.001500,flat,0.382000,0.459000
NFLX,2026-04-27,2026-04-15,19.992000,19.463000,-0.018500,10399687500,10170894375,-0.022000,flat,0.420000,0.594000
AAPL,2026-05-04,2026-04-15,7.032000,7.069000,0.014200,100361428846,101084031134,0.007200,flat,0.415000,0.652000
MSFT,2026-05-04,2026-04-08,12.629000,12.682000,0.021900,67696128846,68447555876,0.011100,flat,0.647000,0.927000
NVDA,2026-05-04,2026-04-15,2.942000,2.804000,-0.046100,43727663942,43430315828,-0.006800,down,0.461000,0.270000
META,2026-05-04,2026-04-08,22.073000,24.196000,0.097800,45317772837,47329881950,0.044400,up,1,0.696000
GOOGL,2026-05-04,2026-02-25,8.427000,8.218000,0.022200,93421394231,94224818221,0.008600,flat,0.630000,0.494000
AMZN,2026-05-04,2026-04-15,5.276000,5.507000,0.071400,167316726923,171349060042,0.024100,up,0.800000,0.594000
TSLA,2026-05-04,2026-02-25,2.013000,2.148000,0.052800,24525471298,25381410246,0.034900,up,0.505000,0.548000
JPM,2026-05-04,2026-03-18,19.998000,20.854000,0.055900,46526845385,47522519876,0.021400,up,0.746000,0.632000
V,2026-05-04,2026-03-11,9.609000,10.433000,0.072300,9390115385,9835206854,0.047400,up,0.814000,0.539000
NFLX,2026-05-04,2026-04-15,19.942000,22.081000,0.113500,10430943750,10983783769,0.053000,up,0.943000,0.836000
AAPL,2026-05-11,2026-04-15,6.814000,7.124000,0.022100,100601292308,102190792726,0.015800,flat,0.449000,0.608000
MSFT,2026-05-11,2026-04-08,12.623000,12.411000,0.000100,67957700000,68311080040,0.005200,flat,0.513000,0.469000
NVDA,2026-05-11,2026-04-15,3.023000,3.116000,0.059700,44592853846,44624068844,0.000700,up,0.712000,0.703000
META,2026-05-11,2026-04-08,22.152000,22.827000,0.035700,45403265385,45394184732,-0.000200,flat,0.668000,0.479000
GOOGL,2026-05-11,2026-02-25,7.779000,8.206000,0.020600,93557692308,93080548077,-0.005100,flat,0.641000,0.450000
AMZN,2026-05-11,2026-04-15,5.112000,5.429000,0.056300,168009938462,171252530274,0.019300,up,0.735000,0.762000
TSLA,2026-05-11,2026-02-25,2.010000,2.017000,-0.011500,24528712308,24776452302,0.010100,flat,0.416000,0.454000
JPM,2026-05-11,2026-03-18,19.168000,21.612000,0.094300,46557840000,48466711440,0.041000,up,0.961000,0.864000
V,2026-05-11,2026-03-11,9.556000,9.803000,0.007500,9388384615,9563008569,0.018600,flat,0.533000,0.556000
NFLX,2026-05-11,2026-04-15,19.731000,19.281000,-0.027700,10502850000,10421978055,-0.007700,down,0.436000,0.563000
AAPL,2026-05-18,2026-04-15,6.962000,6.472000,-0.071500,100762391827,96621057523,-0.041100,down,0.264000,0.460000
MSFT,2026-05-18,2026-04-08,12.285000,11.842000,-0.045800,68418197115,66283549365,-0.031200,down,0.300000,0.096000
NVDA,2026-05-18,2026-04-15,2.934000,2.746000,-0.065900,45226406250,42983176500,-0.049600,down,0.318000,0.354000
META,2026-05-18,2026-04-08,21.598000,21.121000,-0.041700,45719927885,44096870445,-0.035500,down,0.347000,0.411000
GOOGL,2026-05-18,2026-02-25,8.049000,8.561000,0.064800,93650240385,98192277043,0.048500,up,0.844000,0.884000
AMZN,2026-05-18,2026-04-15,5.142000,5.029000,-0.021500,168372187500,168422699156,0.000300,down,0.319000,0.550000
TSLA,2026-05-18,2026-02-25,2.060000,2.114000,0.036100,24534207933,24720667913,0.007600,flat,0.595000,0.512000
JPM,2026-05-18,2026-03-18,18.852000,21.206000,0.073700,46679769231,49037097577,0.050500,up,0.860000,0.718000
V,2026-05-18,2026-03-11,9.814000,10.074000,0.035400,9428798077,9688090024,0.027500,flat,0.581000,0.708000
NFLX,2026-05-18,2026-04-15,19.787000,21.038000,0.060900,10526250000,10853616375,0.031100,up,0.724000,0.558000
AAPL,2026-05-22,2026-04-15,6.785000,6.841000,-0.018500,100706937500,98823717769,-0.018700,flat,0.498000,0.493000
MSFT,2026-05-22,2026-04-08,12.462000,13.277000,0.069900,68405375000,70012901313,0.023500,up,0.925000,0.606000
NVDA,2026-05-22,2026-04-15,2.912000,2.947000,0.002400,45926212500,45577173285,-0.007600,flat,0.601000,0.479000
META,2026-05-22,2026-04-08,22.249000,23.437000,0.063400,45710437500,46268104838,0.012200,up,0.735000,0.818000
GOOGL,2026-05-22,2026-02-25,8.342000,7.430000,-0.075900,94171875000,90696932813,-0.036900,down,0.235000,0.312000
AMZN,2026-05-22,2026-04-15,5.139000,5.368000,0.044400,168663275000,173858103870,0.030800,flat,0.593000,0.450000
TSLA,2026-05-22,2026-02-25,2.090000,2.202000,0.079400,24541018750,25750890974,0.049300,up,0.687000,0.815000
JPM,2026-05-22,2026-03-18,19.482000,20.589000,0.042500,46875300000,46973738130,0.002100,flat,0.736000,0.702000
V,2026-05-22,2026-03-11,9.704000,9.639000,-0.009400,9448650000,9457153785,0.000900,flat,0.313000,0.638000
NFLX,2026-05-22,2026-04-15,19.444000,18.644000,-0.059800,10541212500,10201785458,-0.032200,down,0.299000,0.324000
AAPL,2026-06-01,2026-04-15,7.067000,7.213000,0.034800,100993232212,103356473845,0.023400,flat,0.604000,0.448000
MSFT,2026-06-01,2026-04-08,12.425000,13.124000,0.057500,68702848077,71121188329,0.035200,up,0.653000,0.634000
NVDA,2026-06-01,2026-04-15,2.921000,3.073000,0.045200,46410693750,48276403639,0.040200,up,0.655000,0.721000
META,2026-06-01,2026-04-08,21.778000,23.325000,0.058300,45972213942,47305408147,0.029000,up,0.690000,0.553000
GOOGL,2026-06-01,2026-05-27,7.959000,8.287000,0.030700,94405769231,97134095962,0.028900,flat,0.782000,0.680000
AMZN,2026-06-01,2026-04-15,5.169000,4.769000,-0.072100,169231033654,163511024716,-0.033800,down,0.172000,0.126000
TSLA,2026-06-01,2026-05-27,2.108000,2.074000,0.016600,24542944567,24798191191,0.010400,flat,0.722000,0.505000
JPM,2026-06-01,2026-03-18,19.485000,20.335000,0.029600,46908258462,47888641063,0.020900,flat,0.709000,0.665000
V,2026-06-01,2026-03-11,9.934000,9.972000,0.024900,9438801923,9414261038,-0.002600,flat,0.554000,0.549000
NFLX,2026-06-01,2026-04-15,20.329000,18.200000,-0.082200,10598475000,10196792798,-0.037900,down,0.248000,0.399000
AAPL,2026-06-08,2026-04-15,6.916000,7.037000,0.009600,101092298077,101051861158,-0.000400,flat,0.500000,0.458000
MSFT,2026-06-08,2026-04-08,12.361000,13.403000,0.080000,69015219231,72183017793,0.045900,up,0.765000,0.795000
NVDA,2026-06-08,2026-04-15,2.965000,2.905000,-0.012000,47474645192,48447875419,0.020500,flat,0.512000,0.335000
META,2026-06-08,2026-04-08,22.680000,25.644000,0.163500,45994516346,49310720975,0.072100,up,1,0.932000
GOOGL,2026-06-08,2026-05-27,8.089000,8.670000,0.078300,94383557692,98668571212,0.045400,up,0.771000,0.793000
AMZN,2026-06-08,2026-04-15,4.868000,5.344000,0.039700,169806153846,175732388615,0.034900,flat,0.497000,0.493000
TSLA,2026-06-08,2026-05-27,2.069000,2.092000,0.025400,24549943269,25333086460,0.031900,flat,0.450000,0.610000
JPM,2026-06-08,2026-03-18,19.668000,19.977000,0.011500,47039409231,47006481644,-0.000700,flat,0.554000,0.708000
V,2026-06-08,2026-03-11,9.840000,9.003000,-0.074700,9464261538,8990102035,-0.050100,down,0.118000,0.491000
NFLX,2026-06-08,2026-04-15,20.565000,19.142000,-0.034700,10635675000,10678217700,0.004000,down,0.355000,0.383000
AAPL,2026-06-15,2026-04-15,6.991000,6.434000,-0.076900,101342500481,98200882966,-0.031000,down,0.069000,0.135000
MSFT,2026-06-15,2026-04-08,12.959000,11.761000,-0.052300,69307807692,68628591177,-0.009800,down,0.196000,0.586000
NVDA,2026-06-15,2026-04-15,2.920000,3.020000,0.027200,47999531250,48714724266,0.014900,flat,0.560000,0.467000
META,2026-06-15,2026-04-08,21.994000,22.036000,-0.000200,46533095673,46802987628,0.005800,flat,0.412000,0.532000
GOOGL,2026-06-15,2026-05-27,8.433000,7.673000,-0.045700,94653798077,94880967192,0.002400,down,0.238000,0.600000
AMZN,2026-06-15,2026-04-15,5.161000,4.970000,-0.033000,169649414423,166290356017,-0.019800,down,0.261000,0.363000
TSLA,2026-06-15,2026-05-27,2.086000,1.925000,-0.056300,24550319038,24164879030,-0.015700,down,0.277000,0.279000
JPM,2026-06-15,2026-03-18,20.199000,19.712000,-0.001900,47252529231,47020991838,-0.004900,flat,0.537000,0.453000
V,2026-06-15,2026-06-10,9.805000,9.669000,-0.006300,9446711538,9490166412,0.004600,flat,0.662000,0.372000
NFLX,2026-06-15,2026-04-15,19.008000,20.484000,0.033000,10681987500,10936218803,0.023800,flat,0.693000,0.572000
AAPL,2026-06-22,2026-04-15,6.825000,6.842000,-0.018300,101398706731,101642063627,0.002400,flat,0.378000,0.298000
MSFT,2026-06-22,2026-04-08,12.476000,12.673000,0.021200,69376192308,70951031873,0.022700,flat,0.519000,0.606000
NVDA,2026-06-22,2026-04-15,2.919000,3.072000,0.044800,48608740385,49653828303,0.021500,flat,0.702000,0.664000
META,2026-06-22,2026-04-08,21.438000,22.397000,0.016200,46812112981,46269092470,-0.011600,flat,0.605000,0.478000
GOOGL,2026-06-22,2026-05-27,8.048000,8.676000,0.079100,95097355769,101193096274,0.064100,up,0.775000,0.894000
AMZN,2026-06-22,2026-04-15,4.897000,4.842000,-0.057900,170073009615,161450308028,-0.050700,down,0.450000,0.350000
TSLA,2026-06-22,2026-05-27,2.090000,2.124000,0.041300,24563095192,25270512334,0.028800,flat,0.637000,0.427000
JPM,2026-06-22,2026-06-17,19.521000,21.154000,0.071100,47507146154,48243506919,0.015500,up,0.755000,0.560000
V,2026-06-22,2026-06-10,9.398000,9.452000,-0.028600,9498461538,9349335692,-0.015700,down,0.451000,0.400000
NFLX,2026-06-22,2026-04-15,19.733000,19.142000,-0.034700,10719187500,10520882531,-0.018500,down,0.367000,0.399000
AAPL,2026-06-29,2026-04-15,7.004000,6.872000,-0.014100,101438746635,102077810738,0.006300,flat,0.347000,0.518000
MSFT,2026-06-29,2026-04-08,12.416000,13.635000,0.098700,69920338462,73786933178,0.055300,up,0.930000,0.750000
NVDA,2026-06-29,2026-04-15,2.977000,2.982000,0.014300,48703917548,48718528723,0.000300,flat,0.576000,0.513000
META,2026-06-29,2026-04-08,22.349000,19.316000,-0.123600,46785935337,44404531228,-0.050900,down,0,0.043000
GOOGL,2026-06-29,2026-05-27,8.257000,8.587000,0.068000,95204543269,98355813651,0.033100,up,0.712000,0.780000
AMZN,2026-06-29,2026-04-15,5.122000,4.781000,-0.069800,170140183654,160748445516,-0.055200,down,0.273000,0.233000
TSLA,2026-06-29,2026-05-27,2.057000,1.951000,-0.043600,24566242260,24094570408,-0.019200,down,0.483000,0.226000
JPM,2026-06-29,2026-06-17,19.523000,20.518000,0.038900,47459843077,48812448605,0.028500,flat,0.608000,0.637000
V,2026-06-29,2026-06-10,9.552000,10.865000,0.116600,9505419231,10021563495,0.054300,up,1,0.943000
NFLX,2026-06-29,2026-04-15,19.482000,19.997000,0.008400,10728243750,10885948933,0.014700,flat,0.467000,0.829000
AAPL,2026-07-06,2026-04-15,7.113000,6.887000,-0.011900,101780307692,101474966769,-0.003000,flat,0.389000,0.376000
MSFT,2026-07-06,2026-04-08,11.895000,12.403000,-0.000600,70014123077,71162354695,0.016400,flat,0.629000,0.501000
NVDA,2026-07-06,2026-04-15,2.888000,2.859000,-0.027700,49250700000,49142348460,-0.002200,down,0.491000,0.516000
META,2026-07-06,2026-04-08,22.759000,23.069000,0.046700,47014100000,47578269200,0.012000,up,0.671000,0.727000
GOOGL,2026-07-06,2026-05-27,7.921000,7.935000,-0.013000,95243076923,94824007385,-0.004400,flat,0.548000,0.309000
AMZN,2026-07-06,2026-04-15,5.086000,5.719000,0.112600,171219569231,179061425502,0.045800,up,0.991000,0.667000
TSLA,2026-07-06,2026-05-27,2.055000,2.174000,0.065700,24570798462,25121184347,0.022400,up,0.712000,0.698000
JPM,2026-07-06,2026-06-17,20.565000,21.069000,0.066800,47640516923,48526630538,0.018600,up,0.798000,0.598000
V,2026-07-06,2026-06-10,9.573000,10.046000,0.032500,9497353846,9605623680,0.011400,flat,0.516000,0.662000
NFLX,2026-07-06,2026-04-15,19.277000,19.326000,-0.025400,10783200000,10542734640,-0.022300,down,0.427000,0.437000
AAPL,2026-07-13,2026-04-15,7.219000,7.590000,0.088900,101645713462,104318995726,0.026300,up,0.855000,0.550000
MSFT,2026-07-13,2026-07-08,12.178000,12.687000,0.022300,70024258654,70458409058,0.006200,flat,0.583000,0.554000
NVDA,2026-07-13,2026-04-15,2.835000,2.851000,-0.030300,49904831250,49066430085,-0.016800,down,0.357000,0.366000
META,2026-07-13,2026-07-08,22.251000,20.050000,-0.090300,47393873558,45431767192,-0.041400,down,0.114000,0.116000
GOOGL,2026-07-13,2026-05-27,7.945000,8.622000,0.072400,95807115385,101076506731,0.055000,up,0.847000,0.619000
AMZN,2026-07-13,2026-04-15,5.260000,5.541000,0.078000,171616172115,180986415113,0.054600,up,0.828000,0.709000
TSLA,2026-07-13,2026-05-27,2.051000,2.092000,0.025500,24576904712,24795639163,0.008900,flat,0.588000,0.645000
JPM,2026-07-13,2026-06-17,19.511000,19.568000,-0.009200,47854490769,47873632566,0.000400,flat,0.480000,0.537000
V,2026-07-13,2026-06-10,9.430000,10.151000,0.043300,9520892308,9796998185,0.029000,flat,0.661000,0.755000
NFLX,2026-07-13,2026-04-15,19.565000,19.654000,-0.008900,10796925000,10764534225,-0.003000,flat,0.416000,0.330000
AAPL,2026-07-20,2026-07-15,6.912000,7.359000,0.055800,101891592308,104887205122,0.029400,up,0.813000,0.504000
MSFT,2026-07-20,2026-07-08,12.414000,12.586000,0.014200,70466926923,70565580621,0.001400,flat,0.569000,0.394000
NVDA,2026-07-20,2026-07-15,2.981000,2.908000,-0.011000,50624714423,49323659262,-0.025700,flat,0.389000,0.461000
META,2026-07-20,2026-07-08,22.643000,22.798000,0.034400,47167053365,48030210442,0.018300,flat,0.672000,0.731000
GOOGL,2026-07-20,2026-05-27,7.969000,7.844000,-0.024400,95646923077,94499160000,-0.012000,down,0.277000,0.267000
AMZN,2026-07-20,2026-07-15,5.124000,4.938000,-0.039300,172087617308,172810385300,0.004200,down,0.361000,0.437000
TSLA,2026-07-20,2026-05-27,2.048000,2.141000,0.049600,24579910865,25017433279,0.017800,up,0.830000,0.759000
JPM,2026-07-20,2026-06-17,19.802000,20.769000,0.051600,47822727692,48936997248,0.023300,up,0.807000,0.506000
V,2026-07-20,2026-06-10,9.605000,9.022000,-0.072800,9553153846,9288531485,-0.027700,down,0.219000,0.165000
NFLX,2026-07-20,2026-07-15,19.861000,19.655000,-0.008800,10802512500,10844642299,0.003900,flat,0.442000,0.476000
AAPL,2026-07-27,2026-07-15,6.937000,6.871000,-0.014200,101875237981,101793737790,-0.000800,flat,0.578000,0.363000
MSFT,2026-07-27,2026-07-08,12.559000,12.728000,0.025600,70278625000,69885064700,-0.005600,flat,0.616000,0.490000
NVDA,2026-07-27,2026-07-15,2.863000,3.073000,0.045100,50717131010,53105907880,0.047100,up,0.754000,0.565000
META,2026-07-27,2026-07-08,21.993000,22.913000,0.039600,47508074519,48738533649,0.025900,flat,0.666000,0.726000
GOOGL,2026-07-27,2026-05-27,7.815000,7.458000,-0.072400,95692187500,91893207656,-0.039700,down,0.048000,0.309000
AMZN,2026-07-27,2026-07-15,5.150000,5.067000,-0.014200,172264600962,170834804774,-0.008300,flat,0.373000,0.606000
TSLA,2026-07-27,2026-05-27,2.051000,2.010000,-0.014800,24582823077,24737694862,0.006300,flat,0.499000,0.422000
JPM,2026-07-27,2026-06-17,19.843000,20.289000,0.027300,47899488462,48670670226,0.016100,flat,0.575000,0.460000
V,2026-07-27,2026-06-10,9.787000,10.152000,0.043400,9579721154,9807718517,0.023800,flat,0.710000,0.700000
NFLX,2026-07-27,2026-07-15,18.783000,19.646000,-0.009300,10843968750,10944817659,0.009300,flat,0.533000,0.656000
AAPL,2026-08-03,2026-07-15,6.913000,7.001000,0.004400,102033705769,102941805751,0.008900,flat,0.567000,0.399000
MSFT,2026-08-03,2026-07-08,12.627000,11.914000,-0.040000,70476696154,68623159045,-0.026300,down,0.397000,0.574000
NVDA,2026-08-03,2026-07-15,3.004000,2.997000,0.019500,50888475000,51341382427,0.008900,flat,0.594000,0.536000
META,2026-08-03,2026-07-08,21.834000,23.166000,0.051100,47855580769,49032828056,0.024600,up,0.656000,0.496000
GOOGL,2026-08-03,2026-05-27,8.248000,7.965000,-0.009300,96047403846,97632186010,0.016500,flat,0.535000,0.429000
AMZN,2026-08-03,2026-07-15,5.117000,5.183000,0.008400,172463669231,173222509375,0.004400,flat,0.576000,0.689000
TSLA,2026-08-03,2026-05-27,2.093000,1.968000,-0.035200,24585641346,23781690874,-0.032700,down,0.268000,0.382000
JPM,2026-08-03,2026-06-17,19.653000,22.278000,0.128000,48140870769,50774176400,0.054700,up,1,1
V,2026-08-03,2026-06-10,9.757000,10.237000,0.052100,9558900000,9890593830,0.034700,up,0.707000,0.828000
NFLX,2026-08-03,2026-07-15,20.116000,20.308000,0.024100,10947450000,11099619555,0.013900,flat,0.525000,0.439000
AAPL,2026-08-10,2026-07-15,7.039000,7.702000,0.105000,102263982212,107070389375,0.047000,up,0.892000,0.756000
MSFT,2026-08-10,2026-07-08,12.316000,13.151000,0.059700,70783450000,74329700845,0.050100,up,0.903000,0.667000
NVDA,2026-08-10,2026-07-15,2.908000,3.123000,0.062100,52331315625,54152445409,0.034800,up,0.708000,0.535000
META,2026-08-10,2026-07-08,21.739000,21.033000,-0.045700,48156663221,46991271971,-0.024200,down,0.221000,0.316000
GOOGL,2026-08-10,2026-05-27,8.178000,9.454000,0.175900,96409350962,104237790260,0.081200,up,1,1
AMZN,2026-08-10,2026-07-15,5.149000,5.054000,-0.016700,173118846154,176009930885,0.016700,flat,0.482000,0.404000
TSLA,2026-08-10,2026-05-27,2.085000,1.755000,-0.139600,24595317404,23616423771,-0.039800,down,0,0.221000
JPM,2026-08-10,2026-06-17,19.701000,20.414000,0.033600,48210032308,49637049264,0.029600,flat,0.666000,0.507000
V,2026-08-10,2026-06-10,9.583000,9.767000,0.003800,9609646154,9681718500,0.007500,flat,0.443000,0.501000
NFLX,2026-08-10,2026-07-15,19.782000,20.484000,0.033000,10887056250,10889233661,0.000200,flat,0.623000,0.663000
AAPL,2026-08-17,2026-07-15,7.056000,6.964000,-0.000900,102450271154,102931787428,0.004700,flat,0.569000,0.462000
MSFT,2026-08-17,2026-07-08,12.520000,11.989000,-0.033900,71026703846,70941471802,-0.001200,down,0.433000,0.609000
NVDA,2026-08-17,2026-07-15,2.963000,2.860000,-0.027200,52813851923,53109609494,0.005600,down,0.364000,0.341000
META,2026-08-17,2026-07-08,21.356000,22.150000,0.005000,48046179327,47940477732,-0.002200,flat,0.588000,0.540000
GOOGL,2026-08-17,2026-05-27,8.201000,7.696000,-0.042800,96285673077,96083473163,-0.002100,down,0.303000,0.263000
AMZN,2026-08-17,2026-07-15,5.086000,5.220000,0.015500,172624396154,175714372845,0.017900,flat,0.687000,0.577000
TSLA,2026-08-17,2026-05-27,2.046000,2.122000,0.040000,24594565865,24978241093,0.015600,flat,0.723000,0.677000
JPM,2026-08-17,2026-06-17,19.544000,18.646000,-0.055900,48313006154,47704262276,-0.012600,down,0.313000,0.386000
V,2026-08-17,2026-06-10,9.461000,10.057000,0.033600,9643880769,9643880769,0,flat,0.591000,0.543000
NFLX,2026-08-17,2026-07-15,19.502000,19.705000,-0.006300,10969087500,10858299716,-0.010100,flat,0.425000,0.381000
AAPL,2026-08-24,2026-07-15,7.017000,7.342000,0.053300,102661937500,105382478844,0.026500,up,0.669000,0.790000
MSFT,2026-08-24,2026-07-08,12.697000,13.045000,0.051200,71534337500,73766208830,0.031200,up,0.837000,0.710000
NVDA,2026-08-24,2026-07-15,2.966000,3.075000,0.045800,52324790625,54402084813,0.039700,up,0.586000,0.642000
META,2026-08-24,2026-07-08,21.326000,23.400000,0.061700,48438053125,50520889409,0.043000,up,0.770000,0.576000
GOOGL,2026-08-24,2026-05-27,8.142000,8.033000,-0.000900,96785937500,96379436563,-0.004200,flat,0.492000,0.530000
AMZN,2026-08-24,2026-07-15,5.200000,5.530000,0.075800,173436312500,179315803494,0.033900,up,1,0.765000
TSLA,2026-08-24,2026-05-27,2.061000,2.039000,-0.000400,24604523750,24621746917,0.000700,flat,0.573000,0.529000
JPM,2026-08-24,2026-06-17,19.973000,21.024000,0.064500,48502560000,49288301472,0.016200,up,0.775000,0.685000
V,2026-08-24,2026-06-10,10.059000,9.571000,-0.016300,9639900000,9523257210,-0.012100,flat,0.467000,0.345000
NFLX,2026-08-24,2026-07-15,19.548000,20.098000,0.013500,10924387500,11039093569,0.010500,flat,0.696000,0.516000
