ticker,snapshot_date,pe_ratio,forward_pe,peg_ratio,price_to_sales,price_to_book,ev_ebitda,ev_sales,fcf_yield,earnings_yield,revenue,revenue_growth_yoy,ebitda,ebitda_growth_yoy,eps,eps_growth_yoy,fcf,fcf_growth_yoy,gross_margin,operating_margin,net_margin,roe,roa,roic,cash,total_debt,net_debt,debt_to_equity,net_debt_ebitda,current_ratio,quick_ratio,interest_coverage
MSFT,2026-01-16,37.920000,28.510000,1.720000,12.100000,11.960000,23.930000,12.830000,0.019400,0.028250,259666153846,0.145000,138921392308,0.158600,12.739000,0.172100,65695536923,0.142900,0.681700,0.430300,0.356900,0.337700,0.179300,0.269000,46739907692,141185907692,94446000000,0.309000,0.680000,1.277000,1.044000,35.100000
NVDA,2026-01-16,55.490000,36.630000,0.380000,28.610000,46.400000,44.730000,28.790000,0.019380,0.018450,144644192308,0.704500,91704417923,0.820000,3.344000,0.892100,66825616846,0.698200,0.735400,0.615100,0.535200,0.868400,0.639600,0.760500,26035954615,65113954615,39078000000,0.126600,0.426000,3.913000,3.249000,84.700000
META,2026-01-16,27.050000,22.880000,0.890000,8.910000,9.070000,17.630000,9.530000,0.034760,0.036630,169665300000,0.204100,90092274300,0.232400,22.931000,0.262700,54971557200,0.209300,0.791000,0.408700,0.363700,0.356600,0.228900,0.297500,30539754000,67475754000,36936000000,0.249800,0.410000,2.860000,2.317000,39.180000
GOOGL,2026-01-16,22.990000,20.940000,1.200000,6.700000,7.570000,17.880000,6.440000,0.033550,0.040650,357199230769,0.133700,145737286154,0.163600,8.259000,0.177200,73940240769,0.138600,0.588400,0.315100,0.277500,0.308600,0.206900,0.261800,64295861538,83006861538,18711000000,0.087500,0.128000,1.838000,1.483000,128.100000
AMZN,2026-01-16,47.140000,31.380000,2.550000,3.760000,8.410000,19.070000,3.770000,0.016510,0.023420,648276707692,0.104700,106317380062,0.117600,5.240000,0.127000,37600049046,0.093300,0.480100,0.103800,0.089800,0.198100,0.083800,0.136600,116689807385,227983807385,111294000000,0.515700,1.047000,1.011000,0.833000,21.050000
TSLA,2026-01-16,121.010000,94.600000,84.500000,14.340000,17.130000,70.990000,15.220000,0.002890,0.008450,97818743077,0.007900,13205530315,0.009400,2.043000,0.010900,3619293494,0.007700,0.174700,0.071500,0.070600,0.099100,0.060000,0.077100,17607373754,38505373754,20898000000,0.174200,1.583000,1.918000,1.623000,59.800000
JPM,2026-01-16,12.840000,14.190000,0.950000,3.680000,2.060000,11.230000,3.670000,0.047820,0.078130,180529033846,0.107200,72572671606,0.123800,20.193000,0.145700,33217342228,0.116000,0.607000,0.403900,0.313400,0.166100,0.013600,0.111400,32495226092,113516826092,81021600000,1.279600,1.116000,1.110000,0.877000,8.450000
V,2026-01-16,29.720000,25.620000,1.830000,16.460000,16.050000,20.530000,19.040000,0.031510,0.032890,36586523077,0.105900,25683739200,0.126500,9.950000,0.146700,18732299815,0.124400,0.809600,0.677600,0.563800,0.523400,0.209200,0.429200,6585574154,34676374154,28090800000,0.534400,1.094000,1.344000,1.093000,25.970000
NFLX,2026-01-16,43.040000,33.620000,1.800000,10.320000,14,32.960000,10.020000,0.017060,0.022620,39899400000,0.149900,11331429600,0.159300,20.418000,0.192700,6942495600,0.148200,0.452400,0.258600,0.214500,0.348400,0.137900,0.232900,7181892000,32194692000,25012800000,0.690800,2.207000,1.158000,0.952000,14.940000
AAPL,2026-01-26,32.950000,29.720000,3.970000,9.220000,49.720000,25.010000,9.470000,0.028700,0.029590,394762623077,0.055600,133035003977,0.065000,7.062000,0.075900,104217332492,0.056100,0.456400,0.306100,0.234300,1.563200,0.248300,0.560400,71057272154,680303272154,609246000000,1.839800,4.580000,0.843000,0.686000,5.840000
MSFT,2026-01-26,34.860000,30.290000,1.610000,13.110000,11.020000,24.390000,11.830000,0.021140,0.028250,260066692308,0.138000,139135680385,0.165600,12.806000,0.184400,65796873154,0.134000,0.684500,0.431000,0.347000,0.333400,0.179600,0.270000,46812004615,141258004615,94446000000,0.319300,0.679000,1.288000,1.056000,33.730000
NVDA,2026-01-26,50.030000,34,0.400000,25.450000,45.410000,44.580000,26.930000,0.019680,0.018450,147385696154,0.747600,93442531362,0.782100,3.365000,0.835500,68092191623,0.724300,0.742500,0.603600,0.530100,0.897500,0.624300,0.762800,26529425308,65607425308,39078000000,0.126000,0.418000,4.033000,3.392000,85.530000
META,2026-01-26,27.420000,23.640000,0.870000,8.740000,8.510000,17.960000,8.990000,0.036480,0.036630,170285338462,0.203200,90421514723,0.216100,23.069000,0.269800,55172449662,0.222900,0.807200,0.409700,0.362900,0.360600,0.224500,0.294700,30651360923,67587360923,36936000000,0.257500,0.408000,2.858000,2.331000,41.400000
GOOGL,2026-01-26,25.650000,21.390000,1.180000,6.350000,7.730000,18.180000,7.010000,0.033530,0.040650,358359615385,0.138000,146210723077,0.157000,8.290000,0.179600,74180440385,0.150700,0.579400,0.316400,0.282700,0.302800,0.208500,0.262300,64504730769,83215730769,18711000000,0.091600,0.128000,1.830000,1.499000,138.230000
AMZN,2026-01-26,45.600000,33.010000,2.420000,3.570000,7.250000,19.020000,3.940000,0.015240,0.023420,648953969231,0.099200,106428450954,0.113900,5.259000,0.133900,37639330215,0.096500,0.480000,0.105000,0.088000,0.203800,0.085500,0.136300,116811714462,228105714462,111294000000,0.514600,1.046000,1.034000,0.830000,21.600000
TSLA,2026-01-26,122.700000,99.610000,92.100000,12.860000,16.870000,71.490000,13.540000,0.002770,0.008450,97838658846,0.008200,13208218944,0.009000,2.043000,0.009600,3620030377,0.008100,0.177000,0.070900,0.070200,0.099100,0.059800,0.079200,17610958592,38508958592,20898000000,0.171700,1.582000,1.953000,1.555000,62.110000
JPM,2026-01-26,12.800000,14.320000,0.940000,3.770000,2.040000,11.930000,3.700000,0.050400,0.078130,180753766154,0.102600,72663013994,0.127000,20.258000,0.148600,33258692972,0.100800,0.604100,0.403800,0.315700,0.165800,0.013400,0.110200,32535677908,113557277908,81021600000,1.260300,1.115000,1.085000,0.884000,8.690000
V,2026-01-26,30.110000,27.020000,1.790000,16.810000,16,23.460000,16.200000,0.030820,0.032890,36664200000,0.106600,25738268400,0.138900,9.982000,0.149900,18772070400,0.125500,0.810700,0.678400,0.560300,0.518100,0.211000,0.436700,6599556000,34690356000,28090800000,0.520300,1.091000,1.342000,1.099000,25.190000
NFLX,2026-01-26,47.910000,34.220000,2.010000,10.430000,14.450000,30,9.620000,0.019810,0.022620,40006425000,0.149100,11361824700,0.174400,20.421000,0.172200,6961117950,0.146500,0.454800,0.259200,0.214300,0.345300,0.137100,0.230600,7201156500,32213956500,25012800000,0.687600,2.201000,1.171000,0.978000,15.480000
AAPL,2026-02-02,35.480000,30.070000,4.030000,8.780000,52.580000,26.260000,9.530000,0.029900,0.029590,395406269231,0.058600,133251912731,0.065100,7.070000,0.074700,104387255077,0.056500,0.457700,0.310100,0.230800,1.525600,0.248400,0.563800,71173128462,680419128462,609246000000,1.767800,4.572000,0.827000,0.682000,5.930000
MSFT,2026-02-02,34.770000,28.190000,1.710000,12.360000,10.540000,21.940000,14.400000,0.018700,0.028250,260838461538,0.140000,139548576923,0.165700,12.824000,0.173300,65992130769,0.140300,0.687200,0.439400,0.349500,0.344400,0.177400,0.270700,46950923077,141396923077,94446000000,0.319400,0.677000,1.328000,1.060000,33.380000
NVDA,2026-02-02,59.340000,32.800000,0.360000,25.890000,48.680000,44.110000,29.410000,0.021740,0.018450,148872894231,0.732100,94385414942,0.827100,3.468000,0.933800,68779277135,0.680000,0.737400,0.603200,0.548600,0.883000,0.639200,0.766900,26797120962,65875120962,39078000000,0.121300,0.414000,4.041000,3.286000,84.060000
META,2026-02-02,29.370000,23.790000,0.830000,9.200000,8.870000,17.010000,10.020000,0.040320,0.036630,170744673077,0.197400,90665421404,0.223900,23.233000,0.281400,55321274077,0.212400,0.801900,0.413900,0.366900,0.365000,0.228100,0.291100,30734041154,67670041154,36936000000,0.264900,0.407000,2.873000,2.405000,41.500000
GOOGL,2026-02-02,25.250000,22.440000,1.130000,6.680000,7.160000,16.340000,6.960000,0.032120,0.040650,359806730769,0.145700,146801146154,0.164800,8.329000,0.186900,74479993269,0.160100,0.578900,0.325400,0.285700,0.311200,0.204800,0.260600,64765211538,83476211538,18711000000,0.089100,0.127000,1.826000,1.526000,128.810000
AMZN,2026-02-02,43.890000,31.850000,2.580000,3.510000,7.670000,20.190000,3.580000,0.017710,0.023420,650649576923,0.103100,106706530615,0.117700,5.264000,0.125400,37737675462,0.103000,0.481200,0.102600,0.090000,0.200400,0.082900,0.136500,117116923846,228410923846,111294000000,0.518000,1.043000,1.016000,0.850000,20.280000
TSLA,2026-02-02,118.450000,90.010000,92.100000,13.030000,18.200000,67.180000,13.690000,0.002950,0.008450,97865338462,0.008800,13211820692,0.009600,2.044000,0.009900,3621017523,0.008000,0.174700,0.071000,0.071400,0.101300,0.059800,0.076500,17615760923,38513760923,20898000000,0.172600,1.582000,1.959000,1.621000,64.570000
JPM,2026-02-02,13.050000,14.040000,1,3.800000,2.170000,11.410000,4.130000,0.051210,0.078130,181206646154,0.105600,72845071754,0.115900,20.277000,0.138700,33342022892,0.108500,0.601300,0.401900,0.317200,0.163300,0.013600,0.109200,32617196308,113638796308,81021600000,1.275800,1.112000,1.082000,0.928000,8.810000
V,2026-02-02,31.360000,27.600000,1.770000,16.590000,15.070000,21.680000,18.070000,0.027640,0.032890,36740769231,0.107000,25792020000,0.128900,10.014000,0.151600,18811273846,0.129800,0.815400,0.685100,0.564500,0.527100,0.215300,0.427000,6613338462,34704138462,28090800000,0.530500,1.089000,1.307000,1.069000,24.690000
NFLX,2026-02-02,42.540000,35.070000,1.800000,9.510000,17.230000,32.410000,10.730000,0.017020,0.022620,40076250000,0.143500,11381655000,0.173100,20.563000,0.192300,6973267500,0.159100,0.456500,0.260800,0.211400,0.352100,0.134100,0.230400,7213725000,32226525000,25012800000,0.683800,2.198000,1.205000,0.979000,15.860000
AAPL,2026-02-09,34.290000,29.930000,4.220000,9.310000,46.710000,24.030000,9.810000,0.027000,0.029590,395706286538,0.056900,133353018563,0.067900,7.075000,0.071400,104466459646,0.060400,0.458400,0.306000,0.230200,1.517200,0.249800,0.565900,71227131577,680473131577,609246000000,1.806900,4.569000,0.832000,0.681000,6.260000
MSFT,2026-02-09,34.130000,28.870000,1.600000,13.070000,11.080000,22.750000,14.020000,0.021270,0.028250,261592157692,0.141300,139951804365,0.155600,12.895000,0.184700,66182815896,0.137500,0.676200,0.438400,0.350300,0.339100,0.179800,0.275400,47086588385,141532588385,94446000000,0.314400,0.675000,1.300000,1.080000,32.570000
NVDA,2026-02-09,55.870000,33.080000,0.370000,26.570000,45.520000,41.780000,27.270000,0.021070,0.018450,149490008654,0.687900,94776665487,0.829800,3.504000,0.906600,69064383998,0.701300,0.745100,0.602200,0.541800,0.888600,0.631700,0.755700,26908201558,65986201558,39078000000,0.125200,0.412000,3.990000,3.275000,88.090000
META,2026-02-09,27.240000,23.230000,1.010000,8.900000,8.430000,16.460000,10.010000,0.037450,0.036630,171483974038,0.200700,91057990214,0.232100,23.117000,0.231100,55560807588,0.220200,0.808300,0.405400,0.369600,0.358500,0.221600,0.294300,30867115327,67803115327,36936000000,0.254400,0.406000,2.893000,2.342000,40.880000
GOOGL,2026-02-09,23.420000,23.120000,1.150000,6.490000,8.290000,16.310000,7.400000,0.032150,0.040650,360195096154,0.137700,146959599231,0.163500,8.355000,0.185100,74560384904,0.140200,0.580400,0.322400,0.288100,0.304500,0.210300,0.267100,64835117308,83546117308,18711000000,0.092100,0.127000,1.862000,1.477000,128.330000
AMZN,2026-02-09,41.700000,33.070000,2.440000,3.560000,8.690000,18.650000,3.870000,0.015720,0.023420,651563634615,0.100500,106856436077,0.114600,5.285000,0.133000,37790690808,0.119500,0.486000,0.105000,0.090200,0.203000,0.084400,0.138200,117281454231,228575454231,111294000000,0.513900,1.042000,1.034000,0.827000,20.500000
TSLA,2026-02-09,122.800000,89.040000,82.230000,13.530000,18.190000,67.110000,13.980000,0.002820,0.008450,97863271731,0.007900,13211541684,0.010000,2.045000,0.011200,3620941054,0.008800,0.174600,0.071400,0.071200,0.100300,0.060300,0.078100,17615388912,38513388912,20898000000,0.174500,1.582000,1.962000,1.597000,63.090000
JPM,2026-02-09,11.960000,14.810000,0.970000,3.810000,2.080000,11.780000,3.990000,0.047490,0.078130,181319353846,0.099000,72890380246,0.123200,20.346000,0.142700,33362761108,0.105500,0.602400,0.398900,0.313100,0.165900,0.013400,0.107600,32637483692,113659083692,81021600000,1.267200,1.112000,1.085000,0.877000,8.030000
V,2026-02-09,30.060000,28.650000,1.790000,16.240000,16.540000,22.190000,16.950000,0.030850,0.032890,36814846154,0.107000,25844022000,0.127400,10.038000,0.149700,18849201231,0.125100,0.803400,0.680300,0.559700,0.531700,0.215600,0.436800,6626672308,34717472308,28090800000,0.530400,1.087000,1.324000,1.101000,23.880000
NFLX,2026-02-09,45.830000,36.530000,1.830000,10.660000,17.370000,28.820000,10.690000,0.019050,0.022620,40215225000,0.147300,11421123900,0.167900,20.622000,0.188900,6997449150,0.129900,0.452100,0.262800,0.216100,0.347500,0.135800,0.235500,7238740500,32251540500,25012800000,0.688900,2.190000,1.175000,0.964000,15.640000
AAPL,2026-02-13,33.470000,30.280000,3.980000,9.110000,50.340000,24,8.420000,0.030090,0.029590,396043900000,0.055900,133466794300,0.067300,7.092000,0.075600,104555589600,0.053700,0.446100,0.305900,0.232000,1.512300,0.242800,0.558900,71287902000,680533902000,609246000000,1.816300,4.565000,0.839000,0.688000,5.750000
MSFT,2026-02-13,34.720000,30.610000,1.520000,12.660000,10.740000,21.900000,12.530000,0.019510,0.028250,262499230769,0.145000,140437088462,0.166300,12.969000,0.195100,66412305385,0.141600,0.689000,0.441000,0.351300,0.338400,0.181300,0.281800,47249861538,141695861538,94446000000,0.316500,0.673000,1.313000,1.085000,32.660000
NVDA,2026-02-13,56.500000,34.040000,0.360000,28.410000,45.190000,43.440000,26.080000,0.021540,0.018450,152878742308,0.743100,96925122623,0.809100,3.576000,0.937500,70629978946,0.666800,0.742600,0.617600,0.557100,0.898100,0.636200,0.757700,27518173615,66596173615,39078000000,0.125300,0.403000,4.057000,3.299000,81.290000
META,2026-02-13,29.700000,22.930000,0.890000,9.470000,7.990000,17.140000,9.500000,0.036920,0.036630,172471923077,0.210000,91582591154,0.240300,23.372000,0.261900,55880903077,0.213200,0.802100,0.424100,0.357700,0.367600,0.223800,0.294300,31044946154,67980946154,36936000000,0.263300,0.403000,2.858000,2.388000,43.190000
GOOGL,2026-02-13,23.880000,21.230000,1.120000,6.670000,7.490000,17.670000,6.510000,0.029600,0.040650,360936153846,0.135400,147261950769,0.169200,8.392000,0.189900,74713783846,0.153800,0.575000,0.320000,0.286900,0.313500,0.213900,0.267800,64968507692,83679507692,18711000000,0.088900,0.127000,1.824000,1.510000,141.160000
AMZN,2026-02-13,41.830000,30.230000,2.350000,3.470000,8.170000,19.710000,3.910000,0.015900,0.023420,653724246154,0.106800,107210776369,0.120000,5.303000,0.137800,37916006277,0.099200,0.480100,0.104600,0.091000,0.201600,0.086200,0.137300,117670364308,228964364308,111294000000,0.514400,1.038000,1.030000,0.853000,21
TSLA,2026-02-13,113.240000,88.310000,86.890000,13.390000,17.740000,73.840000,14.320000,0.002740,0.008450,97900660769,0.008900,13216589204,0.009600,2.045000,0.010600,3622324448,0.009000,0.175500,0.072200,0.071900,0.102700,0.059900,0.079000,17622118938,38520118938,20898000000,0.172000,1.581000,1.977000,1.622000,66.140000
JPM,2026-02-13,12.640000,13.660000,1.180000,3.690000,2.040000,10.680000,4.180000,0.049100,0.078130,181821415385,0.103000,73092208985,0.129500,20.287000,0.117800,33455140431,0.088600,0.602900,0.407700,0.319000,0.162700,0.013500,0.109100,32727854769,113749454769,81021600000,1.261600,1.108000,1.083000,0.884000,8.260000
V,2026-02-13,29.820000,25.340000,1.880000,17.490000,16.140000,21.770000,18.020000,0.029650,0.032890,36870646154,0.104800,25883193600,0.121400,10.051000,0.142900,18877770831,0.131200,0.808700,0.687500,0.547500,0.531300,0.212800,0.426400,6636716308,34727516308,28090800000,0.531100,1.085000,1.322000,1.065000,24.300000
NFLX,2026-02-13,44.010000,33.370000,1.870000,9.570000,16.400000,30.100000,10,0.017530,0.022620,40318500000,0.146500,11450454000,0.171500,20.676000,0.184800,7015419000,0.141000,0.457000,0.259600,0.219100,0.356900,0.139900,0.235300,7257330000,32270130000,25012800000,0.687200,2.184000,1.189000,0.949000,14.980000
AAPL,2026-02-23,33.380000,31.200000,3.750000,8.610000,48.170000,24.870000,9.530000,0.026990,0.029590,396786800000,0.059200,133717151600,0.065000,7.110000,0.080300,104751715200,0.061200,0.455600,0.308300,0.230900,1.540600,0.246000,0.565600,71421624000,680667624000,609246000000,1.777900,4.556000,0.861000,0.684000,5.900000
MSFT,2026-02-23,38.760000,28.840000,1.550000,12.250000,12.350000,25.290000,13.440000,0.020340,0.028250,262966200000,0.141200,140686917000,0.164100,13.003000,0.191100,66530448600,0.156300,0.688000,0.439000,0.352900,0.347700,0.181000,0.273300,47333916000,141779916000,94446000000,0.321000,0.671000,1.302000,1.078000,33.560000
NVDA,2026-02-23,53.340000,34.670000,0.350000,27.260000,50.720000,41.800000,26.750000,0.021360,0.018450,154381500000,0.732000,97877871000,0.911000,3.655000,0.972500,71324253000,0.830700,0.737300,0.613800,0.549800,0.870000,0.631700,0.776500,27788670000,66866670000,39078000000,0.127200,0.399000,4.123000,3.298000,86.930000
META,2026-02-23,27.450000,22.680000,0.810000,9.380000,9.140000,17.240000,10.150000,0.035530,0.036630,172848375000,0.203000,91782487125,0.234700,23.636000,0.289600,56002873500,0.213800,0.807600,0.407700,0.367200,0.362300,0.227000,0.295100,31112707500,68048707500,36936000000,0.256500,0.402000,2.897000,2.399000,42.340000
GOOGL,2026-02-23,24.630000,22.090000,1.070000,6.470000,8.280000,17.420000,7,0.033280,0.040650,362530000000,0.143200,147912240000,0.164200,8.438000,0.198100,75043710000,0.156800,0.582200,0.327300,0.285100,0.312300,0.213500,0.267700,65255400000,83966400000,18711000000,0.092000,0.127000,1.873000,1.524000,134.530000
AMZN,2026-02-23,44.580000,32.270000,2.560000,3.650000,7.590000,19.150000,3.620000,0.016560,0.023420,654619900000,0.104200,107357663600,0.120400,5.303000,0.126600,37967954200,0.108500,0.481100,0.107100,0.091300,0.199800,0.083600,0.133700,117831582000,229125582000,111294000000,0.514200,1.037000,1.023000,0.838000,21.530000
TSLA,2026-02-23,125.170000,91.210000,85.280000,12.810000,17.440000,67.190000,13.130000,0.002970,0.008450,97912497500,0.008700,13218187163,0.010000,2.046000,0.010800,3622762408,0.009400,0.178100,0.071000,0.070600,0.101700,0.059900,0.079400,17624249550,38522249550,20898000000,0.175100,1.581000,1.997000,1.606000,58.880000
JPM,2026-02-23,12.660000,13.240000,1.090000,3.860000,2.030000,11.020000,4.470000,0.051440,0.078130,182404080000,0.108200,73326440160,0.116400,20.377000,0.127000,33562350720,0.108400,0.603200,0.402100,0.313200,0.166600,0.013400,0.110700,32832734400,113854334400,81021600000,1.257400,1.105000,1.095000,0.874000,8.560000
V,2026-02-23,29.580000,27.900000,1.880000,17.530000,15.320000,23.790000,18.370000,0.028600,0.032890,36989100000,0.109900,25966348200,0.125500,10.077000,0.142600,18938419200,0.120000,0.800900,0.677200,0.557000,0.517700,0.207000,0.426300,6658038000,34748838000,28090800000,0.528800,1.082000,1.287000,1.081000,25
NFLX,2026-02-23,45.640000,34.980000,1.750000,10.350000,16.550000,31.490000,11.010000,0.019860,0.022620,40451775000,0.148900,11488304100,0.160600,20.811000,0.197800,7038608850,0.155300,0.457400,0.265000,0.214800,0.356400,0.139900,0.235700,7281319500,32294119500,25012800000,0.683500,2.177000,1.180000,0.959000,15.450000
AAPL,2026-03-02,33.900000,29.790000,4.100000,9.200000,50.460000,23.550000,9.460000,0.031020,0.029590,397063507692,0.057600,133810402092,0.066700,7.108000,0.073500,104824766031,0.058600,0.461900,0.303000,0.236300,1.528900,0.248900,0.564900,71471431385,680717431385,609246000000,1.861100,4.553000,0.850000,0.696000,5.870000
MSFT,2026-03-02,37.710000,27.880000,1.620000,12.700000,10.240000,23.900000,12.920000,0.020280,0.028250,264148276923,0.148400,141319328154,0.161000,13.022000,0.183200,66829514062,0.154500,0.688600,0.435900,0.345400,0.347300,0.179800,0.278200,47546689846,141992689846,94446000000,0.323600,0.668000,1.313000,1.081000,33.870000
NVDA,2026-03-02,53.940000,33.570000,0.360000,27.470000,48.440000,45.490000,27.850000,0.019890,0.018450,156229078846,0.732300,99049235988,0.853500,3.679000,0.934000,72177834427,0.791300,0.747200,0.609000,0.550600,0.891700,0.637600,0.766200,28121234192,67199234192,39078000000,0.125400,0.395000,4.198000,3.325000,86.600000
META,2026-03-02,26.670000,23.120000,0.870000,9.200000,8.930000,17.720000,9.960000,0.036410,0.036630,173796148077,0.209900,92285754629,0.237100,23.636000,0.269000,56309951977,0.218200,0.804000,0.417800,0.372800,0.360900,0.227100,0.299300,31283306654,68219306654,36936000000,0.262100,0.400000,2.890000,2.406000,41.890000
GOOGL,2026-03-02,25.400000,21.530000,1.010000,6.940000,7.840000,18.110000,6.610000,0.033270,0.040650,363757692308,0.146000,148413138462,0.166900,8.494000,0.209700,75297842308,0.157600,0.590400,0.321800,0.293000,0.307400,0.207300,0.264700,65476384615,84187384615,18711000000,0.090500,0.126000,1.874000,1.509000,135.860000
AMZN,2026-03-02,41.670000,35.030000,2.520000,3.590000,7.620000,18.510000,3.390000,0.016140,0.023420,655228453846,0.100300,107457466431,0.120000,5.318000,0.128800,38003250323,0.112200,0.483900,0.104700,0.091700,0.200300,0.085700,0.138700,117941121692,229235121692,111294000000,0.520100,1.036000,1.024000,0.823000,20.840000
TSLA,2026-03-02,122.520000,90.050000,82.230000,13.120000,18.380000,71.150000,13.880000,0.002580,0.008450,97923582692,0.008500,13219683663,0.010200,2.046000,0.011200,3623172560,0.009300,0.174900,0.071300,0.070500,0.100100,0.060800,0.076900,17626244885,38524244885,20898000000,0.173300,1.581000,1.940000,1.603000,62.010000
JPM,2026-03-02,12.960000,14.490000,1.070000,3.780000,1.840000,11.600000,4.100000,0.050130,0.078130,182716246154,0.107000,73451930954,0.122700,20.442000,0.130200,33619789292,0.105500,0.604400,0.400400,0.315100,0.164900,0.013100,0.108800,32888924308,113910524308,81021600000,1.255400,1.103000,1.083000,0.854000,7.960000
V,2026-03-02,28.580000,25.620000,1.910000,17.160000,14.230000,21.960000,17.390000,0.029220,0.032890,37028353846,0.106100,25993904400,0.123800,10.098000,0.140600,18958517169,0.124300,0.808000,0.666800,0.569000,0.519900,0.213100,0.426500,6665103692,34755903692,28090800000,0.511900,1.081000,1.302000,1.097000,24.590000
NFLX,2026-03-02,45.480000,32.090000,1.570000,10.470000,17.570000,31.140000,10.270000,0.017790,0.022620,40541400000,0.146800,11513757600,0.164900,21.003000,0.219800,7054203600,0.167000,0.460600,0.259300,0.216800,0.355000,0.138900,0.237300,7297452000,32310252000,25012800000,0.710100,2.172000,1.216000,0.975000,15.910000
AAPL,2026-03-09,32.980000,28.350000,3.910000,8.360000,52.260000,26.110000,9.470000,0.030430,0.029590,397733471154,0.059700,134036179779,0.068700,7.125000,0.076900,105001636385,0.055400,0.454500,0.312500,0.232500,1.548300,0.252700,0.576800,71592024808,680838024808,609246000000,1.809200,4.545000,0.858000,0.695000,6.160000
MSFT,2026-03-09,36.640000,28.840000,1.580000,12.810000,10.540000,23.610000,12.700000,0.020400,0.028250,264462846154,0.142800,141487622692,0.167600,13.082000,0.187700,66909100077,0.155600,0.686500,0.438800,0.347300,0.344600,0.182100,0.279000,47603312308,142049312308,94446000000,0.327800,0.668000,1.326000,1.106000,33.210000
NVDA,2026-03-09,54.650000,33.540000,0.320000,27.220000,48.760000,43.150000,25.600000,0.020410,0.018450,157377980769,0.714000,99777639808,0.823600,3.843000,1.064800,72708627115,0.710300,0.742100,0.608500,0.545600,0.891800,0.646100,0.763400,28328036538,67406036538,39078000000,0.125500,0.392000,4.142000,3.452000,92.080000
META,2026-03-09,27.290000,22.360000,0.880000,9.530000,8.250000,18.460000,9.840000,0.035680,0.036630,175233625000,0.226200,93049054875,0.253400,23.731000,0.265900,56775694500,0.233200,0.802100,0.419000,0.365900,0.361500,0.228100,0.300200,31542052500,68478052500,36936000000,0.262100,0.397000,2.972000,2.398000,42.880000
GOOGL,2026-03-09,23.950000,21.010000,1.170000,6.310000,7.270000,17.090000,6.490000,0.034280,0.040650,363872115385,0.137400,148459823077,0.160700,8.459000,0.180800,75321527885,0.175700,0.586600,0.327100,0.292000,0.307500,0.212400,0.269900,65496980769,84207980769,18711000000,0.092700,0.126000,1.876000,1.569000,133.010000
AMZN,2026-03-09,43.600000,31.250000,2.360000,3.390000,8.380000,20.270000,4.030000,0.017720,0.023420,657452865385,0.105700,107822269923,0.120400,5.343000,0.137100,38132266192,0.096200,0.480000,0.105200,0.091500,0.200200,0.085700,0.137900,118341515769,229635515769,111294000000,0.530500,1.032000,1.033000,0.826000,21.580000
TSLA,2026-03-09,110.870000,89.410000,80.790000,13.380000,18.710000,61.990000,13.500000,0.002890,0.008450,97953644231,0.009000,13223741971,0.009900,2.047000,0.011400,3624284837,0.008100,0.175900,0.072700,0.071400,0.100400,0.061600,0.080200,17631655962,38529655962,20898000000,0.173600,1.580000,1.965000,1.612000,62.460000
JPM,2026-03-09,12.370000,14.550000,1.060000,3.880000,2.110000,11.530000,3.980000,0.050300,0.078130,182682092308,0.099200,73438201108,0.117300,20.494000,0.130600,33613504985,0.102700,0.606400,0.397500,0.316400,0.166300,0.013500,0.107100,32882776615,113904376615,81021600000,1.258000,1.103000,1.080000,0.894000,8.060000
V,2026-03-09,30.650000,28.150000,1.840000,16.950000,15.190000,22.640000,18.610000,0.029640,0.032890,37076884615,0.103700,26027973000,0.122500,10.140000,0.145900,18983364923,0.116300,0.809300,0.672100,0.551900,0.516300,0.213000,0.422900,6673839231,34764639231,28090800000,0.526600,1.079000,1.330000,1.069000,23.860000
NFLX,2026-03-09,44.190000,34.430000,1.750000,9.880000,15.480000,33.200000,9.260000,0.017140,0.022620,40734750000,0.154200,11568669000,0.167600,20.960000,0.197600,7087846500,0.152600,0.454900,0.260700,0.216100,0.350700,0.138800,0.237400,7332255000,32345055000,25012800000,0.721600,2.162000,1.184000,0.957000,15.240000
AAPL,2026-03-16,33.950000,30.400000,3.840000,9.110000,56.870000,24.310000,10.030000,0.029250,0.029590,397869569231,0.057100,134082044831,0.069400,7.138000,0.078400,105037566277,0.060700,0.457800,0.307200,0.229900,1.507300,0.249700,0.579300,71616522462,680862522462,609246000000,1.827700,4.544000,0.861000,0.692000,6.340000
MSFT,2026-03-16,36.260000,28.940000,1.550000,12.580000,11.370000,22.130000,12.050000,0.018840,0.028250,266027876923,0.153900,142324914154,0.166200,13.139000,0.190800,67305052862,0.155900,0.686400,0.442700,0.353600,0.350400,0.181400,0.273300,47885017846,142331017846,94446000000,0.325200,0.664000,1.299000,1.073000,35.480000
NVDA,2026-03-16,50.170000,35.110000,0.330000,25.170000,48.300000,46.500000,26.010000,0.021720,0.018450,160282107692,0.741700,101618856277,0.899300,3.867000,1.024300,74050333754,0.811100,0.743700,0.618600,0.556200,0.890800,0.628600,0.774300,28850779385,67928779385,39078000000,0.128900,0.385000,4.125000,3.314000,88.920000
META,2026-03-16,28.040000,24.350000,0.860000,8.320000,7.920000,17.250000,8.940000,0.037750,0.036630,175154538462,0.210500,93007059923,0.247900,23.891000,0.272900,56750070462,0.255000,0.806400,0.415300,0.371300,0.366300,0.228400,0.302900,31527816923,68463816923,36936000000,0.267000,0.397000,2.905000,2.451000,41.770000
