snapshot_date,ticker,sp500_return_1m,nasdaq_return_1m,sector_return_1m,interest_rate,inflation,market_regime
2026-07-17,MSFT,-0.007200,0.044100,0.075300,3.830000,2.230000,risk-on
2026-07-17,NVDA,0.001100,-0.000800,-0.015800,3.830000,2.230000,risk-off
2026-07-17,META,0.037200,0.020700,-0.050700,3.830000,2.230000,neutral
2026-07-17,GOOGL,0.037300,0.082500,-0.032400,3.830000,2.230000,neutral
2026-07-17,AMZN,-0.046100,-0.072600,-0.022300,3.830000,2.230000,neutral
2026-07-17,TSLA,-0.040800,0.004600,0.019700,3.830000,2.230000,risk-off
2026-07-17,JPM,0.048600,0.125100,0.036800,3.830000,2.230000,risk-on
2026-07-17,V,-0.000700,-0.028400,0.043100,3.830000,2.230000,risk-on
2026-07-17,NFLX,0.012900,0.000300,0.070000,3.830000,2.230000,risk-off
2026-07-24,AAPL,0.020400,-0.003100,0.004700,3.740000,2.090000,neutral
2026-07-24,MSFT,0.017600,-0.052400,0.044500,3.740000,2.090000,risk-on
2026-07-24,NVDA,0.025800,0.061600,0.027600,3.740000,2.090000,risk-off
2026-07-24,META,0.020400,0.018800,-0.016900,3.740000,2.090000,risk-on
2026-07-24,GOOGL,0.035800,0.065900,0.007300,3.740000,2.090000,neutral
2026-07-24,AMZN,0.029600,-0.004500,0.033600,3.740000,2.090000,neutral
2026-07-24,TSLA,-0.014800,0.010300,-0.018600,3.740000,2.090000,risk-off
2026-07-24,JPM,0.018900,-0.007600,0.026000,3.740000,2.090000,risk-on
2026-07-24,V,0.060900,0.054200,-0.040100,3.740000,2.090000,risk-on
2026-07-24,NFLX,-0.011300,0.036900,-0.055500,3.740000,2.090000,risk-off
2026-07-31,AAPL,0.048100,-0.004600,0,3.720000,2.180000,neutral
2026-07-31,MSFT,0.036900,0.025600,-0.007100,3.720000,2.180000,risk-on
2026-07-31,NVDA,0.045200,0.022400,-0.003200,3.720000,2.180000,risk-off
2026-07-31,META,0.007500,0.027500,-0.019900,3.720000,2.180000,neutral
2026-07-31,GOOGL,0.057100,-0.004700,-0.011700,3.720000,2.180000,neutral
2026-07-31,AMZN,-0.035300,0.060900,0.002500,3.720000,2.180000,neutral
2026-07-31,TSLA,0.010200,-0.072700,0.039300,3.720000,2.180000,risk-off
2026-07-31,JPM,-0.036000,-0.002200,-0.029500,3.720000,2.180000,risk-on
2026-07-31,V,0.043800,0.040900,0.002500,3.720000,2.180000,risk-on
2026-07-31,NFLX,0.026900,0.034200,0.084100,3.720000,2.180000,risk-off
2026-08-07,AAPL,-0.023100,-0.040800,0.019000,3.720000,2.290000,neutral
2026-08-07,MSFT,0.078300,0.068600,0.012500,3.720000,2.290000,neutral
2026-08-07,NVDA,0.036100,-0.042400,0.043400,3.720000,2.290000,risk-off
2026-08-07,META,-0.019300,0.035000,-0.006600,3.720000,2.290000,neutral
2026-08-07,GOOGL,-0.020300,0.018800,-0.006600,3.720000,2.290000,neutral
2026-08-07,AMZN,0.024600,0.043100,0.086600,3.720000,2.290000,neutral
2026-08-07,TSLA,-0.056000,0.031100,-0.009600,3.720000,2.290000,risk-off
2026-08-07,JPM,0.015000,0.058700,0.041600,3.720000,2.290000,neutral
2026-08-07,V,0.053000,-0.034500,0.044300,3.720000,2.290000,risk-on
2026-08-07,NFLX,-0.022500,0.009400,-0.000500,3.720000,2.290000,risk-off
2026-08-14,AAPL,0.058500,0.041000,-0.021600,3.590000,2.410000,neutral
2026-08-14,MSFT,0.008900,0.037200,-0.001100,3.590000,2.410000,neutral
2026-08-14,NVDA,0.041900,-0.041100,0.034500,3.590000,2.410000,risk-off
2026-08-14,META,-0.066700,-0.005900,0.020700,3.590000,2.410000,neutral
2026-08-14,GOOGL,-0.070300,0.033900,0.003500,3.590000,2.410000,neutral
2026-08-14,AMZN,0.042100,-0.016800,-0.013700,3.590000,2.410000,neutral
2026-08-14,TSLA,0.057900,0.092100,0.019200,3.590000,2.410000,risk-off
2026-08-14,JPM,-0.040600,0.035300,-0.041700,3.590000,2.410000,neutral
2026-08-14,V,-0.011700,-0.034000,-0.035900,3.590000,2.410000,risk-on
2026-08-14,NFLX,0.049000,0.118100,0.053200,3.590000,2.410000,neutral
2026-08-21,AAPL,0.026000,0.064300,-0.072500,3.550000,2.250000,neutral
2026-08-21,MSFT,0.002400,0.037100,-0.033400,3.550000,2.250000,neutral
2026-08-21,NVDA,-0.019000,0.071400,-0.022900,3.550000,2.250000,risk-off
2026-08-21,META,0.022900,0.112300,0.003600,3.550000,2.250000,neutral
2026-08-21,GOOGL,0.009200,0.033000,0.045900,3.550000,2.250000,neutral
2026-08-21,AMZN,0.034200,0.014800,0.054000,3.550000,2.250000,neutral
2026-08-21,TSLA,-0.031600,-0.055700,-0.003100,3.550000,2.250000,risk-off
2026-08-21,JPM,0.019000,0.042100,0.079400,3.550000,2.250000,neutral
2026-08-21,V,-0.025100,-0.005500,0.002400,3.550000,2.250000,risk-on
2026-08-21,NFLX,0.003600,-0.046000,0.035600,3.550000,2.250000,neutral
